Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-09-05,Finally Dawn,2023,https://boxd.it/4NHOcZ,3.5,,"Venice Film Festival #7 – Sala Grande

I’m kind of in utter shock how poorly this has been received. Look, it’s no masterpiece but I genuinely had fun. This was camp in a way I’ve been craving for film to be. I feel like people often conflate camp and bad as the same thing, when there is a distinction, and making a film which is camp I feel like is impressive when it able to classify itself as camp and avoid falling to just being bad.

The first two thirds of the film are really great. Lily James plays the most over the top starlet who is so deluded in her own world of fame she had become a caricature of a human being. Her character’s acting is horrible but she’s so big that everyone around her puts her own a pedestal and it’s so fun to see how that delusion manifests itself in a person. What a genuinely good performance from James, her line reads are so scathing and is just a masterclass in understanding the tone of the film, when she isn’t in the film her presence being gone is clear.

Rebecca Antonaci is the main character and this being her first feature film I was blown away. Such restrained control she has over scenes and is a perfect foil for James. Joe Keery gives a good performance also, he is effortlessly charming and charismatic, however this film needed more Rachel Sennott (I mean this is a critique of all films). She ate her scenes that she had and was also just so perfect for the tone of the film.

As I mentioned the first two thirds of the film work, but it sadly just isn’t able to keep this momentum throughout the rest and ends quite poorly. It really blew me away how well the start flows from scene to scene but near the halfway point the film has a party scene that goes on far too long. The same could be said about the whole film. It needed to be shorter. Scenes drag sadly and don’t add much to the commentary it’s making.

What the film is saying on fame and class isn’t anything new, but it’s not what I came for the film for – this was the campiness. However, the longer it goes on the film feels that it is saying something profound, and I don’t think it is. What’s annoying is the campy tone also disappears so it does drag. I did think it was recovering itself by the end, but it instead has an ending that feels like it’s some symbolism on the ideas of the film which were just too simple",,2023-09-02
2023-09-05,Poor Things,2023,https://boxd.it/4NI9ch,4.5,,"Venice Film Festival #8 – PalaBiennale

What a world Lanthimos has envisioned in his latest feature film. Poor Things is nothing if not a technical showcase of the skill Lanthimos possesses in all aspects of filmmaking. His world is so meticulously made it feels real. It’s shown to audience how dissimilar this world is to ours, yet in a way it is so tangible and believable you feel as if you’re a part of his world.

It’s a wonderful world that is so beautifully realised due to the exquisite craftsmanship on offer in very single department. The absolutely gorgeous cinematography from Robbie Ryan is a standout. He makes black and white so beautiful; it puts other films to shame at the festival. The wide variety of cameras he uses adds to this strange world we’ve been invited to. How the colours pop on screen is just stunning. Really not a single scene isn’t just unbelievable.

Wonderous scenes in the film are not only beautiful because of the cinematography but the expert work in other departments. The costuming in particular is just unbelievable. Practically every piece of clothing on screen was just as meticulous as the world they were in. Heaps of strange whimsy of this world isn’t just featured on the screen but also in the delectable score from Jerskin Fendrix. It’s unlike anything I’ve ever heard in a film before. It really is quite indescribable but the use of completely strange notes which ordinarily wouldn’t be found in a movie score and the use of strings played in weird ways was so good in helping establish this world.

You are not able to talk about this film without speaking about the acting. Stone is coming for the Oscar. Wow, what a performance. Playing a woman who has had her brain replaced with that of a child’s, Stone had to tap into childlike playfulness and curiosity and she seems to do it so effortlessly. What’s really impressive with her performance is how she evolves over the film. Given her character has an accelerated development, it’s unbelievable how realised she is able to make Bella. Honestly, all of the acting is great, but Mark Ruffalo also blew me away. He is the main supporting character and it’s so good we get as much of him as we do as he’s just so entertaining to watch. He plays into this sexually obsessed, smarmy man so well, and his delivery of swear words is just so good.

Not only is the film a visual feast, but it also has a lot going on behind the beautiful images. The ideas of how society has nurtured women to repress their sexuality and that desire and pleasure are demonised was wonderful, having a clear pro-feminine angle and being kind to the idea of self discovery, especially for women, is utterly ingenious. Placing someone with pure freedom into the world of repression and seeing how they behave, and at times more interestingly, how others react, was just a wonder to watch. Surely it wouldn’t have had such an impact if it weren’t for such a talent in Lanthimos. However, what this film feels like is a collabration between Lanthimos and Stone, the underlying themes being a collaboration between the pair, and to such impeccable results",,2023-09-02
2023-09-05,Adagio,2023,https://boxd.it/4NPS5T,2,,"Venice Film Festival #9 – Sala Grande

Really as we all know, the biggest crime you are able to do is sucking a dick. Sadly, this film didn’t work for me. I was really enjoying the first 20 minutes and then it just proceeded to get extremely laborious to watch. The film follows a young guy, who after being aware some police officers are corrupt while being a male prostitute, he is exploited by them to do a job, or they would leak the photos they have of him.

The first part of the film is the job. It’s mysterious, you don’t really know what’s happening and perfectly tension is created. The film then suddenly just becomes disinterested in this tension built. Instead of following the young man, who is by far the most interesting character, the film follows the police officers and the man’s family who were in a gang.

It’s not as if the film doesn’t make sense. The police clearly want to hunt the man as he knows who they are. It’s just odd to give so much screen time to the police officers and family when the film doesn’t have a lot to say. Strangely, when following the police officers, they attempt to humanise them a bit and I’m not sure why. The film ends on a note of police being corrupt, so it feels odd to have this in the film. It’s just so slowly paced that it loses all tension and is politically not doing anything new.

The entire film just feels incredibly generic and predictable. It does manage to create a good sense of atmosphere but in creating this it just voids the film of any emotional attachment which is not fun. The film would’ve possibly been good as a tight hour, where they were able to keep the tension building but cutting to other characters and also being most interested in them really didn’t make the film as strong as it might’ve been if the sole focus was on the man and the police.",,2023-09-02
2023-09-05,The Universal Theory,2023,https://boxd.it/4NYzDF,2.5,,"Venice Film Festival #10 – Sala Darsena

Failed attempt to make a mystery in the style of old noir films. I really was disappointed by this film as I love noir storytelling but this felt like a cheap imitation of those films. Firstly, this film is posited as a mystery but really the mystery doesn’t start until half way through. The first of the film is spent just speaking about physics and in no real depth. It’s simply a man doing work for university and speaking with people, in the most uninteresting way.

There are hints of a mystery, but it isn’t until the second half where this really starts, and at this point I had already checked out. The mystery itself is just disappointing. I wouldn’t even call it a mystery, it’s just some random stuff that happens that ends in a metaphorical way which is overdone. The attempts to make this of the period were not great. The score felt like a cheap imitation and the black and white cinematography felt like it wasn’t shot for black and white. Some good performances and while it may have the right look and sound, even if it is cheap, the film’s slow pacing and bland characters and forced love story make this really surface level",,2023-09-02
2023-09-06,AGGRO DR1FT,2023,https://boxd.it/4O2UvZ,3,,"Venice Film Festival #11 – Sala Grande

What an experience this was. I was at the world premiere and there was an energy in the room. I respect Korine for doing something different with this film. The infrared is weirdly pretty in some scenes, and it is unlike anything I’ve seen. Now the more I’ve sat with this film, the more I enjoy it. I have a reading on the film which I really hope is real because if not then this feels like a big, weird joke.

What I think this film is doing is critiquing the male fantasy that has been perpetuated by video games. I think this is apparent in many parts of the film. Firstly, the hero we follow clearly has some sort of deluded idea of masculinity. He believes it is solely on him to save people in this world, that it is his burden to bear, but he does it to protect the people he loves. What’s interesting is the villain in the story is very similar to the hero presented. They both use violence, they both have religious imagery associated with them, it’s a commentary on how in video games often the hero is committing violent acts but because he’s the hero it’s ok when actually both are as bad.

When the hero speaks about his family, he is only speaking about his wife in a sexual way, he sees love as sexual, which supports the idea that this film is about how video games influence men. I don’t know if any of this is intention, or if I’m added some depth which isn’t real, which is a problem, but it has been on my mind since I watched the film",,2023-09-03
2023-09-06,Maestro,2023,https://boxd.it/4O30C3,4.5,,"Venice Film Festival #12 – PalaBiennale

Something about films about composers and Venice just works. Cooper is an unbelievable talent, really his work in Maestro is phenomenal. It was evident in A Star is Born that he clearly has a gift for directing alongside being a wonderful actor, but I’m really shocked by how restrained and precise his direction was in this film. It’s so shocking how different his directing style feels in this film, more akin to someone like Todd Field, but he really nails this new style. I love how much he holds on his actors, which I feel like is sign of most actor turned directors, when you have performances as good as he does in this film it’s just so smart to hold on them and let them show the power of their performances.

Matthew Libatique did the cinematography for the film and it’s no surprise it’s gorgeous. Paired with the near flawless editing the film becomes a visual beauty. There are sequences that are engrained in me with how beautiful they were, specifically there’s a few scenes in black and white, one when we first meet Leonard, and another involving a shadow that had me in awe. The switch to colour as well happens at such an ingenious scene and actually has some reason for the switch which always makes it more enjoyable. Accompanying the movie is the music of Leonard and it’s no doubt it’s wonderful. The utilising of his music and when it’s played though is so impressive.

The performances are also excellent, both Cooper and Mulligan give such wonderful performances. Cooper is able to play Leonard throughout the ages with ease, the makeup surely helped, but it feels as if he had a journey in mind for his character which is felt even if we don’t see all of it and only parts of him throughout his life. Mulligan however is the real standout, most of her acting is very reserved, she does a lot without saying a lot, but when she does get to speak it’s even more impressive. She is the beating heart of this film and it’s refreshing for a biopic to also give stuff to other characters. It’s really just these two main performances for most of the film but I want to mention Matt Bomer who’s not in it a lot but my god he acts when he is on screen.

So refreshing to have a biopic not only be so well crafted but also has something to say instead of just being an account. I just wish the ending had the punch it thought it did, I was left underwhelmed",,2023-09-03
2023-09-06,Days of Heaven,1978,https://boxd.it/4OeuuZ,3.5,,"Venice Film Festival #13 - Sala Corinto

Got to see the 4K restoration of this in Venice and I mean I’m not saying anything new here by saying this is just visually stunning. The fact that this was filmed when it was and it looks this gorgeous is unbelievable. Some of the most impressive lighting I’ve ever seen, just jaw dropping every single scene.

What a beautiful way to tell the fallacy of the American dream. I wasn’t in love with the voiceover and the pacing is all over the place, but I do think this is a really lovely film",,2023-09-03
2023-09-06,The Caine Mutiny Court-Martial,2023,https://boxd.it/4Oew9f,2.5,,"Venice Film Festival #14 - Sala Grande

Attended a really special screening of this film, attended the world premiere in which a sizzle reel played of Friedkin’s films and Damien Chazelle came out and gave a speech. It was a lovely room where people clearly had love for him.

The film itself is another adaptation of the novel by the same name, however it has been modernised. It depicts a court case over an officer who calls mutiny on his captain. The film basically plays out like one whole scene and is expecting its audience to keep up with the case as it plays out. I do love that Friedkin trusts in his audience enough to not hand hold them throughout the film and it needs to you to pay attention. Somehow this court case about US Navy had me captivated from start to finish, it’s a testament to how well directed this was.

However, it looks awful. It really looks like a cheap direct to streaming film and when the entire film is spent mainly in a single room it does become visually uninteresting very quickly. I also don’t necessarily love how the court case plays out, really how it ends is annoying and it screams American ideals, it’s very patriotic and I feel like it hurts the end of the film. The entire time the court case goes, it becomes clear who should win but the twist undermines all of this instead",,2023-09-04
2023-09-07,Priscilla,2023,https://boxd.it/4Oha3F,3.5,,"Venice Film Festival #15 – Sala Darsena

It’s no surprise I’m not a massive fan of Sofia Coppola. Having only seen three of films, none of them worked for me, but I went into this film hoping to enjoy it. I was pleasantly surprised. Perhaps the biggest surprise is just how much I adored the filmmaking on offer. Perhaps it’s the Coppola films I’ve seen but I only really appreciated Lost in Translation for its filmmaking qualities. This film is drop dead gorgeous, the cinematography is inspired and so perfectly curated to place yourself in Priscilla’s position. The colouring and lighting however blew me away. I adored the aesthetics of this film. Much different from the Baz Luhrmann film, the film ditches the glossy pop of colour to a more subdued and darker atmosphere that perfectly links into the story Coppola wants to tell.

The comparisons to Baz Luhrmann’s film are inevitable and I honestly think they work very well together, even just if to show that biopics are inherently problematic as real accounts of people’s lives. This film paints Elvis in a different light, he is still the massive singer but, in this film, we see a more intimate and personal look into who he was. It’s interesting in a film called Priscilla, I feel like it does more for Elvis that her. It’s not to say it isn’t her story, it is, but I feel like the depth of character is missing and it feels more like an account of her life. When it ended, I really didn’t feel like I knew Priscilla, I just learned more about her.

It's interesting to frame your female character as being the product of male fallacy, in a way it’s reductive to who she is as a human as women are more than the men they are in relationships with, but perhaps this was the point Coppola was making as she was in a relationship with Elvis so young that up until she leaves him, she is defined by him. The ending then has a real strong meaning to it as she is finally becoming herself, not the result of Elvis. While I do like this read, I still think there needed to be more of her internal thoughts or at least informing us who she was as a person.

Cailee Spaeny gives a wonderful performance as Priscilla; she shines in the more reserved moments where she is doing so much with so little. I do however think her acting started to break away whenever she had to command the room and hold her own, not many scenes are like this, but it was glaring when they were. Jacob Elordi, I adore as an actor, and I feel like he did a perfect job at playing this different version of Elvis. He is more subtle, and you get to see more of him as a human in scenes, but you still believe he’s this huge singer. Sadly, the beautiful styling just is lacking in any substance for this to be as wonderful",,2023-09-04
2023-09-07,The Killer,2023,https://boxd.it/4On5vh,3.5,,"Venice Film Festival #16 – PalaBiennale

Sadly, I was let down by the newest Fincher. The Killer follows Michael Fassbender who goes on a revenge killing spree. That is the plot. That’s exactly what happens. Usually, I’ve become accustomed to expecting a twist in a Fincher film, or at least the plot being a main part of his films. The Killer is not this at all, it’s a very simple story and it plays out exactly how you expect it to with no surprises. There is nothing wrong with this inherently, films are allowed to play around with structure and narrative and there are many films I enjoy which lack a plot, but there is a lack of meat in the film as well as it being lacking in its story.

The film he has made however is executed to perfection. So much of the film is just so perfect. The editing for starters is flawless, the cinematography is inspired and brings you into his world so effortlessly, the colour palate is so dark and adds to the underground world he exists in. What really blew me away was the violence, it was visceral in a way many films don’t achieve. In particular there’s a fight scene which may be among the best fight scenes I’ve ever seen. It feels so tactile, it actually feels real. It’s the incredible choreography, the filming, the sheer flip between his methodical kills and the fight scenes and the wonderful sound design that all adds to making the scene so incredible.

Performances are all amazing, we spend the majority of the film with Michael Fassbender and in his mind, he has little dialogue it is all voice over. This kind of didn’t work for me, his personality is strange in his brain, he makes little jokes and comments a lot on his work. It worked but then it keeps going and no depth is added to his character despite being in his brain for the whole film, what happens is you leave the film feeling very seldom for Fassbender, and with so much voiceover very quickly I found it very overbearing. The standout of the film is Tilda Swinton, she’s literally in the film for a scene and she eats it up. I wonder if it worked as well as it does for me as it is a scene in which an actual conversation happens.

For all of its strengths, it's missing something which prevents it from being an amazing film",,2023-09-05
2023-09-07,Evil Does Not Exist,2023,https://boxd.it/4OnAZ3,3.5,,"Venice Film Festival #17 – PalaBiennale

Slow takes and intentional pacing, Evil Does Not Exist is a beautiful reflection on how humans are treating the planet and the beauty of nature. It does this by channelling its ideas through a very bar bones story of villagers in a town which is looking to become a tourist spot by outsiders. Everything that happens could be summarised very quickly however the point of the film is to place yourself in the village and immediately you are by the sheer beauty of the film.

The gorgeous long takes of just beautiful Japanese countryside were always a pleasure to watch and highlights this beauty the film wants you to feel. The intentionality of the slow shots really works it allows room for contemplation of the ideas being discussed about our own relationship with nature and the relationships between villagers and outsiders. Really a perfectly crafted film.

The ending is the only thing that doesn’t quite work. I get exactly what is being said, it is about how nature treats people, however it is so abrupt in the film especially since most of the film is slow",,2023-09-06
2023-09-07,Enea,2023,https://boxd.it/4OnBKD,2.5,,"Venice Film Festival #18 – Sala Grande

What a mess. Ok, it’s a fun mess. However, a mess is a mess. I really have no idea where to start with this film. So many ideas are explored within this film, and I think that’s it’s problem. I don’t think it ever quite explores any of these ideas long enough. The movie is part a gay love story, part a crime thriller, part a profound drama, and part comedy. Some elements of these I liked, some I hated, but I just couldn’t get past the complete switching of the film from scene to scene.

The gay love story which at the end feels like it wants to leave an impact on you doesn’t as the love is mainly one sided and we kind of abandon that character for most of the film. The chemistry between the two characters is undeniable, but I really have no idea how to read that relationship. The crime thriller seems to be a canvas upon which other stories are painted and yet then it becomes the main story with an ending that wants to be profound but isn’t even if it is surprising.

Sometimes the movie will have a dramatic scene where it feels like characters are saying really provoking stuff, but they never are. I will give them credit when this film is funny it’s funny. I don’t know, this film was just a mess, it looks stunning, and I enjoyed the main performances, but it was just so all over the place",,2023-09-05
2023-09-07,Hit Man,2023,https://boxd.it/4OnPvd,4,,"Venice Film Festival #19 – Sala Grande

Was at the world premiere with Richard Linklater. What a surprise this film was. Like if an acclaimed director made a rom com with a sharp screenplay set against the backdrop of people who want to hire a hitman. It was unlike any film I’ve seen. From the get go the screenplay is just phenomenal, its stuffed full of incredible comedy, sorry The Killer but I was way more amused being in Powell’s head, I mean the amount of comedy which works is just insane. If last year was a horror renaissance, I feel like this has cemented this year as the year of comedy.

What’s really impressive is how the screenplay is a chameleon of sorts, blending into multiple genres with ease. It starts of like a true noir film and morphs into a rom com and ends on a Coen like finale. No tonal dissonance was felt, each of these seamlessly blended into the other with ease. What’s ever present is the comedy and palpable romance, it’s also just really hot. Perhaps it could’ve delved into the darkness more, but for the film presenting itself as a comedy it works.

Powell blew me away. I haven’t really thought much of him as an actor but wow he is phenomenal. Obviously the most unbelievable part of this movie is that Powell plays a meek person at the beginning which is just so hard to believe given how good looking he is, and the film knows it. However, he does such a good job with his physical embodiment of his character that it works. When he is switching personas in the film, I was shocked by how transformative his performance was, he has impeccable comedic timing and is able to make a distinction between the real him and the performance.

The script is also weirdly deep, like there’s some really good conversations about change and if we are able to become someone new. What is the difference between our true self and the personas we present to people, the blurred lines between this and the performance of relationships is genuinely so well explored. Perhaps the film is a little too light, and it’s shot so poorly but out of all the hit man films this might be the best of the fest",,2023-09-06
2023-09-07,Origin,2023,https://boxd.it/4OvC8V,4.5,,"Venice Film Festival #20 – Sala Grande

It’s an incredibly ambitious move to adapt such a profound and important novel, but Ava Duvernay does it with such a unique and delicate precious that you would be hard pushed to not leave emotional. The film explores the idea of caste, based on the novel Caste: The Origins of our Discontent, something I actually was not familiar with, but what I loved was how digestible the concept was to people unfamiliar with it and actually gets to some level of depth as well. It goes without saying that you will probably learn more about caste by reading the book, however the film really does manage to give a well rounded picture of the thesis of the book. I also appreciate how the film doesn’t tell you how to feel, it presents its thesis and allows you to choose how much you agree with it based on the film presented.

People seem to be having an issue with the way the film was structured. It flips between the author’s personal life and her researching the book. I honestly loved how these flowed together, and I feel like learning about her life only enhances the other aspects of the film. Having the film be a slow process of research as well, where we are learning alongside the author, is a genius way to tell the story. It allows the third act to really shine as you have been on this journey with the author. People will claim it was preachy or its basically just the movie saying the message at you, but I really respect the different approach to filmmaking. Having it be a narrative allows the film to create a personal connection to the story while also being so heavy.

The emotional parts really worked for me as well, for as much as caste is explored beautifully, the author’s life is just as wonderful. It’s heavy, but I feel like pairing this with her journey of writing and researching makes it all the more weighty. I was a mess. You could have emotional moments in a film that simply don’t hit, whether that be cause of how they’re filmed or just a lack of connection to the characters, but I think from the start you are immediately connected to her and her life which helps the film.

Aunjanue Ellis is absolutely phenomenal here. She plays both the inquisitive parts and the emotional parts so well. She is the reason it is so emotional, her performance is just devastating. The cinematography as well just added this real beauty to the film. I really loved this, it’s not without its issues but for such a new approach to telling this story I think it was unreal",,2023-09-06
2023-09-09,Woman of...,2023,https://boxd.it/4OMnWF,3.5,,"Venice Film Festival #20 - Sala Darsena

Such a powerful and moving story of a trans woman’s journey. The film immediately immerses you in her world in way that was so simple but so beautiful. Long periods of no dialogue simply glimpses into her life and how uncomfortable she felt in her own skin and the discovery of who she is. You truly feel uncomfortable, it’s expertly done in how it places you in the position of wanting to be in a different body.

I feel like the film starts so strong and just slowly becomes less interesting. I think it’s just slightly long and could’ve been shortened however I didn’t ever feel uninterested. The film is shot with such a beautiful intimacy that adds to this atmosphere of being able to relate to her. Honestly most of the film is just well made, performances were remarkable",,2023-09-07
2023-09-27,Shrek 2,2004,https://boxd.it/4TXyjh,4,Yes,Soundtrack bangs,,2023-09-13
2023-09-27,Cars,2006,https://boxd.it/4TYaZF,3,Yes,I have so many questions,,2023-09-14
2023-09-27,Shrek,2001,https://boxd.it/4TYdpF,3.5,Yes,Honestly the best Scottish representation in film,,2023-09-18
2023-09-27,The Princess and the Frog,2009,https://boxd.it/4TYe3b,4.5,Yes,Still gets me in my feels,,2023-09-22
2023-09-28,Cars on the Road,2022,https://boxd.it/4UfvTx,2.5,,Love how Mater’s spy period is never addressed it’s so weird,,2023-09-24
2023-09-30,Past Lives,2023,https://boxd.it/4UMXKJ,4.5,Yes,Some of the most unbelievable direction it still blows my mind this is a debut film,,2023-09-26
2023-10-03,Bottoms,2023,https://boxd.it/4W0757,4,,"Oh how I NEED to be a part of the Rachel Sennott/Ayo Edibiri/Emma Seligman group of friends. Also s/o @leoras who is the reason I was able to watch this through her US Amazon, cause for some inexplicable reason this isn’t getting a UK release. Proof the UK is homophobic.

Really not surprising, I fucking loved this. This is how you queerify a genre (definitely not looking at you Red, White and Royal Blue). Look, I don’t think it’s a masterpiece or anything but it’s just a really good comedy. I think the writing is stellar, the one-liners are phenomenal, not sure how much of it was improv, but just the screenplay as a whole really works.

I enjoyed how this took a very played out formula, high school students get into relationships based on a lie, the lie is revealed and everything goes bad until it’s all resolved. However, it trades in the stereotypical bland parts of this story for lesbians and a fight club. It’s not not to love.

Sennott and Edibiri are stars, as if it wasn’t already clear. Sennott is such a powerhouse in comedic acting it’s hard not to just laugh at every scene she’s in. It was also fun that there was more depth to the film, mainly given to Edibiri who does such a phenomenal job.

I do think this is a slight step down in filmmaking for Seligman, but her debut film is so controlled and perfectly crafted it’s not fair comparing this film which is doing something different. I do wish it also had more of an emotional core to it, when I think of other films in the genre, like Booksmart, I just think this film is missing the substance of other films. However, I also don’t think that’s what the film was going for, it’s more of a straight, well not so straight, comedy and it does it well.

Would love so much more queer films like this which are just unabashedly queer and don’t have to deal with coming out, or the repression queer people face. It’s fun how it just immediately establishes that being queer is not something which people have issues with in high school, who knows how real that is, I don’t think it is in the UK and I have no idea if it’s like this in the US, but it’s just refreshing to live in a world like this through the film and facilitate queer stories as more need to be in film",,2023-10-02
2023-10-04,You Hurt My Feelings,2023,https://boxd.it/4WmihR,4,,"I really, really enjoyed this. Perfect little slice of life film, that just felt dowsed in reality. It’s meditative and not a lot happens, but so much is said and explored in the small moments. How we as people have to contend with being honest with people we love and also balancing that honesty with reassurance. What I love is it never really resolves which of these is the right thing to do, and people are allowed to be upset either way.

It’s just normal, and I weirdly think that capturing these experiences is hard, such brilliant writing to have every character all have a struggle which fits into the central idea and feel like a reflection of something everyone goes through not simply writing problems to make it thematically more potent. Loved how real the dialogue was, it’s hard to have a film be so slow paced where nothing happens but have it flow so brilliantly but it’s all down to such a good screenplay",,2023-10-02
2023-10-04,Mean Girls,2004,https://boxd.it/4Wmkcp,4,Yes,Literally said this before but this should have been nominated for adapted screenplay,,2023-10-03
2023-10-08,Saltburn,2023,https://boxd.it/4XACBJ,4.5,,"Under the guise of a pschyosexual thriller, Emerald Fennell's second feature harbours a dark truth about class relations in Britain, and I ate it up. The film plays itself as making a commentary on one sort of class structure, and two thirds of the way through makes a choice I was so shocked by that reframed the entire film differently and made the commentary be so much more nuanced. (I'm not gonna spoil where the film goes but I could go on and on about the thematic implications)

I think it's weird this film is being branded as a thriller, if anything I would possibly call this a bad thriller, if it was simply viewed that way. I think this is far more of a dark comedy. Some of the biggest laughs of the year were had watching this film, it's steeped in comedy. I think Fennell uses this comedy to ease the audience into the film and makes it all the more uncomfortable once the story begins to unravel.

I think this film will work for anyone, but I think it will especially work for those who have witnessed this classism first-hand. Sounds strange to say as class structures are found in any country, but particularly in Britain, and even more specifically in world class British unis, classism informs nearly every relationship. This film captures how it feels to attend one of these unis, and the pressures faced by students who don't come from the insane amounts of wealth other students come from.

In regard to this, Elordi is able to embody the characters of wealth you meet at uni with such precision, it was so relatable. Give him all the noms for his unbelievable performance, from his pitch perfect accent to the ability to play a ""nice guy"" meanwhile the pity is crystal clear behind his eyes. I truly was enamoured by his performance (and honestly just by him).

Really though across the board the performances were outstanding. Rosamund Pike is a comedic genius, her line delivery and presence in her scenes was such a delight. I would be remised if I didn't also mention Barry Keoghan, who's more subdued and restrained performance really shines when he breaks free of this illusion. Also, wow Archie Madekwe, completely blew me away with his performance.

I have to commend Fennell on how she created a palpable sexual atmosphere in every scene. It's strange the sexual tension, and the horniness of the film is built so slowly, and in often non-sexual scenes and when the more explicit sexual scenes happen, they're often caveated with something that makes them more uncomfortable. In particular, one scene had the entire theatre audibly making noises of disgust.

I really loved this however, as it places you firmly in Keoghan's shoes, the slow build of lust and craving of Elordi, who the film has no problem showing in all his glory, only to flip in on its head and have the sexual gratification being in scenes which are disturbing, just absolutely genius.

It's an undeniable technical masterpiece also. Linus Sandgrid's stunning cinematography had me in awe for the majority of the film, the score perfectly captures the tone of the film, the production is just beautiful. I really loved this film, it shined in its simplicity, it knew what it was, and it was executed lovely. Also, Jacob Elordi is just so fucking sexy",,2023-10-04
2023-10-09,National Treasure,2004,https://boxd.it/4XMJaf,3,,Film was sponsored by nationalism,,2023-10-06
2023-10-09,Rye Lane,2023,https://boxd.it/4XMLar,3.5,,Fun! A really basic story but enhanced so much by a gorgeous visual style that pops in every scene,,2023-10-07
2023-10-09,Mamma Mia! Here We Go Again,2018,https://boxd.it/4XMM1l,1.5,,Essentially a Mamma Mia equivalent of a Marvel or Star Wars prequel which feels the need to explain everything,,2023-10-07
2023-10-09,I Am Groot: Are You My Groot?,2023,https://boxd.it/4Y1km1,2.5,,You ever baby bird back and forth with an actual bird?,,2023-10-08
2023-10-09,I Am Groot: Groot Noses Around,2023,https://boxd.it/4Y1rC1,3.5,,Sitting watching this and looking like Groot in his room was unnecessary,,2023-10-08
2023-10-09,I Am Groot: Groot's Snow Day,2023,https://boxd.it/4Y2z7H,3.5,,Something is wrong with AI to immediately see him and want to kill him,,2023-10-08
2023-10-09,I Am Groot: Groot's Sweet Treat,2023,https://boxd.it/4Y2AbF,3,,His kill count go crazy fr,,2023-10-08
2023-10-09,I Am Groot: Groot and the Great Prophecy,2023,https://boxd.it/4Y2AMB,3,,Fun! What a cool idea to blend their two animated shows,,2023-10-08
2023-10-09,The Swan,2023,https://boxd.it/4Y2HtB,4.5,,"Really did not expect this film to be so intense and so dark, his classic style and storytelling works so well in contrast to the bleak story, Rupert Friend is also so watchable, probably the best narration of the short films",,2023-10-08
2023-10-09,The Rat Catcher,2023,https://boxd.it/4Y2J49,3,,Richard Ayoade was born to be a narrator,,2023-10-08
2023-10-09,Poison,2023,https://boxd.it/4Y2K29,4,,Wes Anderson shaky cam jump scare,,2023-10-08
2023-10-11,"Red, White & Royal Blue",2023,https://boxd.it/4YGuWl,1.5,Yes,I was down and wanted Uma Therman's soothing accent in my ears,,2023-10-08
2023-10-21,Once Upon a Studio,2023,https://boxd.it/51IFFh,3.5,,Was so wholesome. Kinda crazy the sheer amount of characters Disney have made,,2023-10-17
2023-10-22,Taylor Swift: The Eras Tour,2023,https://boxd.it/521vuV,4.5,,"I had the opportunity to either watch Killers of the Flower Moon or this, and honestly, I've been so down lately the thought of going to watch a hard hitting epic didn't bring me joy. So yeah, I opted to go for a film that required no real effort to engage with.

I wouldn't call myself a swifty, but I enjoy her music, have listened to each album since I listened to Folklore. It's crazy how she is able to fill a three and a half hour long concert with hit after hit, and even someone who doesn't listen to her music would know the songs.

The film just proved, and cemented in my mind, how skilled of a performer Swift is. The stamina it takes to be performing for that long and make no mistakes is an achievement seldom are able to perform. I think it's clear from the film how much of a theatrical performer Swift is. When you are performing to stadiums of mind numbing numbers, she is clearly making sure every single person in the stadium is feeling her presence. I will say that sometimes this clearly doesn't necessarily translate perfectly when she is filmed so close up, but I also think this is where her charm lies. She is so unabashedly enthused at her performance, it's like she is emanating joy. If you let yourself be moved by her performance, it's hard not to have a smile on your face.

The sheer undertaking of filming a monumental concert like this and only having two takes to do so is so scary. However, credit to the massive crew who worked on this as it feels like they got every single shot they needed. What's even more impressive is how Swift is able to not only perform to a stadium, but also perform to the cameras, which are different from the ones normally used. The coordination required for such a complex setup, and for the length of time of the concert, it really is so impressive this turned out how it did. Also shout out to the impeccable sound design, to have a concert so well balanced must've taken so much work.

I strangely found myself enjoying the moments when it was just Taylor on stage. I found this surprising as you would think she would be drowned out by the stadium she's performing to, but the converse is actually true, she feels like a magnet whenever she's on stage. In a sea of thousands of people, she seemed so natural. What I found more jarring was sadly when more people accompanied her on stage.

I think the Fearless section really worked, and any time she shared the stage with the band. It just felt more natural, and she had a good back and forth with the band. Whenever the dancers accompanied her, it just felt very incoherent and messy. The only section which felt good was Midnights, but the rest of the time the dancers were on stage I don't think it made the experience better. There were also a few sloppy edits, but I mean that is a small critique for a film that I really enjoyed, folklore era was simply phenomenal",,2023-10-19
2023-10-25,Blade Runner 2049,2017,https://boxd.it/533kyP,4.5,Yes,Wow this movie is even more beautiful in IMAX,,2023-10-18
